studentId,courseId,grade,term,year,attemptNo
STU0051,CRS008,100.0,Summer,2023,1
STU0051,CRS013,65.7,Fall,2025,1
STU0051,CRS004,55.2,Fall,2024,1
STU0051,CRS039,76.9,Spring,2023,1
STU0051,CRS015,79.4,Spring,2025,1
STU0052,CRS021,74.0,Summer,2025,1
STU0052,CRS040,56.7,Spring,2025,1
STU0052,CRS039,76.1,Fall,2025,1
STU0052,CRS001,89.5,Spring,2024,1
STU0052,CRS027,79.7,Summer,2023,1
STU0052,CRS011,62.4,Fall,2023,1
STU0052,CRS037,66.1,Spring,2023,1
STU0052,CRS002,62.9,Spring,2025,1
STU0053,CRS017,78.8,Summer,2024,1
STU0053,CRS003,74.2,Spring,2025,1
STU0053,CRS039,75.5,Summer,2024,1
STU0053,CRS012,86.1,Summer,2025,1
STU0053,CRS008,83.9,Fall,2023,1
STU0053,CRS011,40.5,Summer,2025,1
STU0053,CRS004,68.0,Fall,2025,1
STU0053,CRS036,61.2,Spring,2025,1
STU0053,CRS028,50.7,Summer,2024,1
STU0053,CRS034,67.5,Fall,2025,1
STU0053,CRS040,83.1,Fall,2023,1
STU0053,CRS035,55.9,Summer,2025,1
STU0053,CRS006,77.0,Fall,2025,1
STU0053,CRS030,61.0,Summer,2023,1
STU0054,CRS039,83.2,Fall,2024,1
STU0054,CRS024,80.9,Summer,2024,1
STU0054,CRS001,70.3,Fall,2025,1
STU0054,CRS007,75.9,Fall,2025,1
STU0054,CRS009,66.8,Summer,2024,1
STU0054,CRS040,94.9,Fall,2025,1
STU0054,CRS021,52.7,Spring,2023,1
STU0054,CRS003,82.0,Spring,2023,1
STU0054,CRS008,85.3,Summer,2024,1
STU0054,CRS010,64.3,Spring,2025,1
STU0054,CRS025,100.0,Fall,2025,1
STU0055,CRS039,88.1,Spring,2025,1
STU0055,CRS014,65.1,Spring,2025,1
STU0055,CRS030,60.9,Fall,2024,1
STU0055,CRS021,59.7,Spring,2023,1
STU0055,CRS008,55.2,Summer,2023,1
STU0055,CRS012,67.8,Summer,2023,1
STU0055,CRS025,79.0,Fall,2024,1
STU0055,CRS026,63.4,Spring,2025,1
STU0055,CRS017,40.6,Fall,2025,1
STU0055,CRS009,58.5,Fall,2023,1
STU0055,CRS029,77.4,Spring,2023,1
STU0056,CRS017,69.1,Spring,2024,1
STU0056,CRS003,65.4,Fall,2023,1
STU0056,CRS023,77.3,Summer,2025,1
STU0056,CRS009,72.9,Summer,2024,1
STU0056,CRS025,94.8,Spring,2024,1
STU0056,CRS002,67.9,Spring,2024,1
STU0056,CRS040,86.5,Spring,2023,1
STU0056,CRS018,70.6,Summer,2025,1
STU0056,CRS037,85.8,Summer,2023,1
STU0056,CRS019,62.0,Summer,2024,1
STU0056,CRS033,62.5,Fall,2023,1
STU0057,CRS033,90.1,Summer,2024,1
STU0057,CRS020,69.5,Summer,2023,1
STU0057,CRS030,83.8,Summer,2023,1
STU0057,CRS017,71.3,Fall,2023,1
STU0057,CRS009,82.3,Spring,2024,1
STU0057,CRS006,78.4,Summer,2025,1
STU0057,CRS008,63.5,Summer,2024,1
STU0057,CRS025,83.6,Summer,2024,1
STU0057,CRS037,57.5,Fall,2023,1
STU0057,CRS010,84.1,Spring,2024,1
STU0057,CRS005,74.8,Fall,2024,1
STU0057,CRS040,64.4,Fall,2025,1
STU0057,CRS004,63.0,Fall,2023,1
STU0058,CRS022,70.3,Summer,2024,1
STU0058,CRS027,72.0,Summer,2023,1
STU0058,CRS003,48.3,Fall,2023,1
STU0058,CRS019,73.8,Fall,2023,1
STU0058,CRS031,80.8,Summer,2023,1
STU0058,CRS030,79.5,Spring,2025,1
STU0058,CRS033,73.7,Summer,2025,1
STU0058,CRS017,75.7,Fall,2023,1
STU0058,CRS009,88.0,Summer,2023,1
STU0058,CRS014,45.8,Spring,2024,1
STU0058,CRS007,52.0,Fall,2025,1
STU0059,CRS038,74.8,Fall,2023,1
STU0059,CRS019,74.8,Fall,2025,1
STU0059,CRS025,74.9,Spring,2023,1
STU0059,CRS036,75.6,Summer,2025,1
STU0059,CRS040,57.0,Spring,2025,1
STU0059,CRS024,90.5,Summer,2025,1
STU0059,CRS037,66.6,Spring,2023,1
STU0059,CRS032,73.3,Spring,2023,1
STU0059,CRS017,53.3,Summer,2025,1
STU0059,CRS003,60.1,Fall,2024,1
STU0059,CRS001,85.6,Spring,2024,1
STU0059,CRS015,64.4,Fall,2025,1
STU0060,CRS012,79.5,Summer,2025,1
STU0060,CRS015,65.5,Fall,2025,1
STU0060,CRS010,68.9,Summer,2024,1
STU0060,CRS024,73.8,Summer,2024,1
STU0060,CRS039,64.4,Fall,2024,1
STU0060,CRS013,56.3,Summer,2025,1
STU0060,CRS022,66.0,Spring,2025,1
STU0060,CRS011,62.9,Spring,2025,1
STU0060,CRS008,60.0,Spring,2024,1
STU0060,CRS003,74.0,Fall,2024,1
STU0060,CRS034,73.9,Spring,2023,1
STU0060,CRS030,54.3,Summer,2024,1
STU0060,CRS009,71.3,Fall,2023,1
STU0060,CRS007,66.6,Spring,2025,1
STU0061,CRS014,56.0,Fall,2024,1
STU0061,CRS034,65.0,Fall,2025,1
STU0061,CRS009,65.1,Spring,2024,1
STU0061,CRS001,56.3,Summer,2025,1
STU0061,CRS022,70.7,Fall,2024,1
STU0061,CRS040,63.3,Fall,2024,1
STU0061,CRS021,72.2,Fall,2024,1
STU0061,CRS033,77.5,Summer,2023,1
STU0061,CRS003,72.6,Spring,2024,1
STU0061,CRS015,69.4,Fall,2025,1
STU0061,CRS030,94.0,Summer,2023,1
STU0061,CRS016,59.1,Fall,2024,1
STU0061,CRS010,80.3,Spring,2025,1
STU0062,CRS004,74.0,Summer,2025,1
STU0062,CRS018,67.5,Fall,2023,1
STU0062,CRS009,81.6,Fall,2025,1
STU0062,CRS008,83.4,Summer,2025,1
STU0062,CRS011,68.1,Summer,2023,1
STU0062,CRS033,82.3,Spring,2023,1
STU0062,CRS037,52.8,Spring,2024,1
STU0062,CRS010,91.7,Fall,2023,1
STU0062,CRS006,74.4,Fall,2025,1
STU0062,CRS039,83.4,Fall,2025,1
STU0062,CRS019,57.0,Spring,2023,1
STU0062,CRS013,59.5,Summer,2025,1
STU0062,CRS032,67.3,Summer,2023,1
STU0062,CRS001,70.2,Spring,2023,1
STU0063,CRS039,65.7,Summer,2024,1
STU0063,CRS029,66.7,Spring,2024,1
STU0063,CRS017,69.0,Spring,2025,1
STU0063,CRS036,74.5,Summer,2024,1
STU0063,CRS021,66.6,Spring,2024,1
STU0063,CRS030,63.3,Spring,2025,1
STU0063,CRS033,69.9,Spring,2024,1
STU0063,CRS011,78.9,Fall,2025,1
STU0063,CRS003,74.8,Spring,2024,1
STU0064,CRS027,60.0,Fall,2024,1
STU0064,CRS021,67.5,Spring,2024,1
STU0064,CRS008,55.6,Fall,2025,1
STU0064,CRS032,75.2,Fall,2025,1
STU0064,CRS039,85.1,Fall,2023,1
STU0064,CRS029,63.9,Spring,2025,1
STU0064,CRS037,57.0,Summer,2025,1
STU0064,CRS040,82.5,Summer,2024,1
STU0064,CRS014,71.4,Spring,2023,1
STU0064,CRS025,72.5,Fall,2024,1
STU0064,CRS019,63.4,Fall,2024,1
STU0064,CRS003,54.4,Summer,2023,1
STU0064,CRS016,64.5,Spring,2025,1
STU0064,CRS036,57.4,Summer,2025,1
STU0064,CRS010,85.1,Spring,2024,1
STU0065,CRS013,63.1,Spring,2025,1
STU0065,CRS035,92.5,Summer,2025,1
STU0065,CRS001,53.0,Spring,2024,1
STU0065,CRS015,77.0,Fall,2025,1
STU0065,CRS039,61.3,Spring,2023,1
STU0065,CRS002,62.1,Fall,2025,1
STU0065,CRS030,73.6,Summer,2024,1
STU0065,CRS010,51.5,Fall,2025,1
STU0065,CRS036,67.2,Summer,2023,1
STU0065,CRS037,90.2,Summer,2023,1
STU0065,CRS009,68.5,Fall,2025,1
STU0065,CRS021,71.0,Fall,2023,1
STU0066,CRS009,65.7,Spring,2023,1
STU0066,CRS037,79.3,Summer,2023,1
STU0066,CRS033,61.6,Fall,2025,1
STU0066,CRS013,86.3,Fall,2023,1
STU0066,CRS022,58.4,Fall,2025,1
STU0066,CRS006,64.0,Spring,2024,1
STU0066,CRS040,91.8,Fall,2025,1
STU0066,CRS036,74.1,Summer,2025,1
STU0067,CRS034,75.7,Summer,2024,1
STU0067,CRS022,61.7,Summer,2024,1
STU0067,CRS031,58.9,Fall,2023,1
STU0067,CRS025,63.6,Summer,2025,1
STU0067,CRS037,80.3,Spring,2023,1
STU0067,CRS021,67.5,Fall,2025,1
STU0067,CRS028,83.0,Summer,2024,1
STU0067,CRS014,78.9,Summer,2024,1
STU0068,CRS013,70.1,Fall,2025,1
STU0068,CRS027,78.0,Summer,2025,1
STU0068,CRS035,73.1,Spring,2023,1
STU0068,CRS003,86.5,Fall,2023,1
STU0068,CRS030,92.9,Summer,2023,1
STU0068,CRS011,55.9,Fall,2023,1
STU0068,CRS009,71.7,Summer,2025,1
STU0068,CRS037,61.4,Spring,2024,1
STU0068,CRS014,60.0,Spring,2024,1
STU0069,CRS003,58.2,Fall,2024,1
STU0069,CRS017,84.8,Spring,2024,1
STU0069,CRS016,74.9,Summer,2023,1
STU0069,CRS009,74.0,Summer,2023,1
STU0069,CRS030,47.8,Spring,2025,1
STU0069,CRS034,56.8,Fall,2025,1
STU0069,CRS022,79.3,Summer,2023,1
STU0069,CRS018,87.1,Fall,2024,1
STU0069,CRS019,79.3,Spring,2024,1
STU0069,CRS026,49.9,Summer,2024,1
STU0069,CRS039,75.6,Fall,2025,1
STU0069,CRS021,78.6,Fall,2025,1
STU0069,CRS024,54.8,Fall,2023,1
STU0070,CRS001,80.0,Spring,2024,1
STU0070,CRS017,50.7,Summer,2024,1
STU0070,CRS030,52.5,Summer,2023,1
STU0070,CRS022,75.1,Summer,2023,1
STU0070,CRS007,67.7,Fall,2023,1
STU0070,CRS039,74.3,Summer,2025,1
STU0070,CRS008,75.0,Spring,2024,1
STU0070,CRS025,78.4,Fall,2023,1
STU0070,CRS013,77.1,Summer,2024,1
STU0070,CRS016,71.6,Summer,2025,1
STU0070,CRS010,72.2,Summer,2023,1
STU0070,CRS037,50.1,Fall,2024,1
STU0070,CRS020,80.7,Fall,2023,1
STU0070,CRS033,84.2,Summer,2023,1
STU0071,CRS034,67.0,Summer,2024,1
STU0071,CRS011,81.0,Fall,2024,1
STU0071,CRS017,61.2,Fall,2025,1
STU0071,CRS040,64.7,Fall,2025,1
STU0071,CRS037,71.3,Spring,2025,1
STU0071,CRS033,81.8,Summer,2024,1
STU0071,CRS010,65.8,Spring,2025,1
STU0071,CRS012,50.3,Fall,2025,1
STU0071,CRS022,52.0,Summer,2023,1
STU0071,CRS019,74.5,Summer,2025,1
STU0071,CRS025,63.6,Spring,2023,1
STU0072,CRS001,80.6,Fall,2024,1
STU0072,CRS012,71.3,Fall,2023,1
STU0072,CRS008,73.2,Spring,2025,1
STU0072,CRS025,69.7,Summer,2025,1
STU0072,CRS010,82.6,Spring,2024,1
STU0072,CRS003,65.7,Fall,2025,1
STU0072,CRS022,74.8,Spring,2024,1
STU0072,CRS035,78.5,Spring,2023,1
STU0072,CRS007,61.2,Spring,2025,1
STU0072,CRS024,64.2,Spring,2024,1
STU0072,CRS019,57.3,Fall,2025,1
STU0072,CRS006,60.0,Summer,2025,1
STU0073,CRS011,44.6,Spring,2023,1
STU0073,CRS019,63.5,Summer,2024,1
STU0073,CRS014,62.0,Fall,2025,1
STU0073,CRS009,55.5,Fall,2023,1
STU0073,CRS002,79.5,Spring,2023,1
STU0073,CRS028,65.7,Spring,2025,1
STU0073,CRS001,59.6,Summer,2023,1
STU0073,CRS017,64.7,Summer,2024,1
STU0073,CRS025,90.5,Spring,2024,1
STU0073,CRS024,80.4,Fall,2023,1
STU0073,CRS031,59.5,Fall,2024,1
STU0073,CRS033,81.2,Spring,2024,1
STU0073,CRS004,53.6,Spring,2023,1
STU0073,CRS021,68.7,Fall,2023,1
STU0073,CRS027,68.5,Fall,2024,1
STU0074,CRS039,91.9,Spring,2025,1
STU0074,CRS037,72.6,Summer,2025,1
STU0074,CRS022,60.5,Spring,2023,1
STU0074,CRS003,63.6,Fall,2023,1
STU0074,CRS035,56.6,Spring,2025,1
STU0074,CRS024,83.1,Fall,2025,1
STU0074,CRS016,82.1,Summer,2024,1
STU0074,CRS007,53.6,Spring,2023,1
STU0074,CRS030,66.2,Spring,2024,1
STU0074,CRS004,56.6,Spring,2023,1
STU0074,CRS025,92.7,Summer,2025,1
STU0074,CRS031,47.3,Fall,2025,1
STU0075,CRS014,70.0,Summer,2023,1
STU0075,CRS035,56.6,Summer,2024,1
STU0075,CRS010,81.9,Fall,2023,1
STU0075,CRS024,62.4,Spring,2024,1
STU0075,CRS038,69.7,Spring,2024,1
STU0075,CRS027,61.1,Fall,2023,1
STU0075,CRS040,74.2,Fall,2024,1
STU0075,CRS007,64.4,Spring,2024,1
STU0075,CRS003,66.7,Spring,2024,1
STU0075,CRS026,65.4,Fall,2024,1
STU0075,CRS013,68.5,Spring,2023,1
STU0075,CRS019,71.1,Summer,2025,1
STU0075,CRS030,72.6,Spring,2025,1
STU0075,CRS011,65.3,Summer,2023,1
STU0075,CRS015,62.7,Spring,2023,1
STU0075,CRS034,82.6,Fall,2024,1
STU0076,CRS021,54.8,Fall,2024,1
STU0076,CRS010,79.7,Spring,2025,1
STU0076,CRS001,75.9,Spring,2024,1
STU0076,CRS024,72.7,Spring,2024,1
STU0076,CRS014,80.5,Spring,2025,1
STU0076,CRS025,72.7,Summer,2023,1
STU0076,CRS005,74.9,Spring,2024,1
STU0076,CRS017,73.2,Summer,2025,1
STU0076,CRS015,66.1,Fall,2024,1
STU0076,CRS033,65.7,Spring,2023,1
STU0076,CRS023,84.7,Spring,2024,1
STU0076,CRS003,64.9,Spring,2025,1
STU0076,CRS022,65.7,Summer,2025,1
STU0076,CRS013,72.1,Spring,2025,1
STU0076,CRS019,71.7,Fall,2024,1
STU0077,CRS040,67.9,Spring,2024,1
STU0077,CRS001,57.1,Spring,2024,1
STU0077,CRS017,55.5,Fall,2025,1
STU0077,CRS035,75.5,Fall,2025,1
STU0077,CRS013,41.8,Summer,2023,1
STU0077,CRS019,71.3,Summer,2025,1
STU0077,CRS006,65.8,Fall,2025,1
STU0077,CRS002,80.1,Spring,2025,1
STU0077,CRS039,67.7,Fall,2024,1
STU0077,CRS010,82.4,Spring,2025,1
STU0077,CRS020,61.0,Fall,2024,1
STU0077,CRS003,70.5,Summer,2024,1
STU0077,CRS037,83.6,Fall,2025,1
STU0077,CRS023,58.0,Spring,2023,1
STU0077,CRS012,78.4,Spring,2025,1
STU0078,CRS026,73.5,Fall,2025,1
STU0078,CRS010,68.6,Spring,2024,1
STU0078,CRS014,77.4,Fall,2024,1
STU0078,CRS013,99.4,Summer,2024,1
STU0078,CRS028,71.9,Summer,2024,1
STU0078,CRS018,72.8,Summer,2025,1
STU0078,CRS035,69.9,Summer,2024,1
STU0078,CRS022,54.3,Summer,2023,1
STU0078,CRS009,73.0,Spring,2025,1
STU0078,CRS037,60.3,Summer,2025,1
STU0078,CRS015,52.5,Summer,2023,1
STU0079,CRS008,72.1,Fall,2023,1
STU0079,CRS021,46.8,Summer,2025,1
STU0079,CRS024,65.2,Spring,2023,1
STU0079,CRS001,74.5,Summer,2025,1
STU0079,CRS038,76.5,Fall,2025,1
STU0079,CRS010,61.3,Summer,2025,1
STU0079,CRS005,76.6,Summer,2024,1
STU0079,CRS009,81.2,Spring,2024,1
STU0079,CRS003,77.2,Fall,2023,1
STU0079,CRS015,66.0,Fall,2024,1
STU0079,CRS012,60.7,Fall,2025,1
STU0079,CRS018,60.7,Summer,2025,1
STU0080,CRS031,51.7,Summer,2025,1
STU0080,CRS030,65.1,Summer,2025,1
STU0080,CRS035,76.5,Fall,2024,1
STU0080,CRS037,68.4,Spring,2024,1
STU0080,CRS017,65.1,Spring,2025,1
STU0080,CRS033,86.0,Summer,2025,1
STU0080,CRS011,55.7,Summer,2023,1
STU0080,CRS038,61.6,Spring,2023,1
STU0080,CRS004,65.3,Spring,2023,1
STU0080,CRS040,73.5,Spring,2024,1
STU0080,CRS025,76.8,Fall,2023,1
STU0081,CRS010,100.0,Summer,2023,1
STU0081,CRS015,63.2,Spring,2024,1
STU0081,CRS017,73.4,Spring,2024,1
STU0081,CRS037,63.2,Fall,2025,1
STU0081,CRS013,67.3,Spring,2024,1
STU0081,CRS020,67.5,Spring,2023,1
STU0081,CRS016,78.3,Spring,2025,1
STU0081,CRS007,72.0,Summer,2024,1
STU0081,CRS014,78.4,Spring,2023,1
STU0081,CRS024,71.5,Spring,2023,1
STU0081,CRS019,70.9,Summer,2023,1
STU0081,CRS033,100.0,Fall,2024,1
STU0081,CRS009,82.9,Summer,2023,1
STU0082,CRS029,56.1,Summer,2023,1
STU0082,CRS003,76.2,Summer,2023,1
STU0082,CRS024,65.0,Summer,2023,1
STU0082,CRS033,67.8,Summer,2023,1
STU0082,CRS020,55.6,Spring,2025,1
STU0082,CRS010,93.8,Spring,2024,1
STU0082,CRS025,81.1,Fall,2024,1
STU0082,CRS006,76.6,Summer,2023,1
STU0082,CRS039,88.1,Fall,2025,1
STU0082,CRS037,99.3,Summer,2024,1
STU0082,CRS008,54.5,Spring,2023,1
STU0082,CRS014,58.4,Summer,2025,1
STU0083,CRS014,70.1,Fall,2024,1
STU0083,CRS017,51.6,Summer,2024,1
STU0083,CRS016,64.8,Spring,2023,1
STU0083,CRS008,54.2,Summer,2023,1
STU0083,CRS037,73.4,Fall,2024,1
STU0083,CRS010,71.6,Summer,2023,1
STU0083,CRS027,62.3,Summer,2023,1
STU0083,CRS003,89.5,Summer,2023,1
STU0083,CRS001,75.9,Spring,2024,1
STU0083,CRS025,87.1,Fall,2024,1
STU0083,CRS013,66.5,Fall,2024,1
STU0084,CRS014,84.6,Summer,2024,1
STU0084,CRS010,69.9,Summer,2025,1
STU0084,CRS015,62.4,Spring,2025,1
STU0084,CRS008,76.0,Spring,2025,1
STU0084,CRS025,77.9,Spring,2025,1
STU0084,CRS013,63.5,Fall,2024,1
STU0084,CRS021,79.3,Spring,2024,1
STU0084,CRS031,70.6,Summer,2023,1
STU0084,CRS017,86.1,Summer,2025,1
STU0084,CRS027,84.8,Spring,2025,1
STU0085,CRS006,92.5,Summer,2023,1
STU0085,CRS030,76.0,Summer,2023,1
STU0085,CRS020,69.9,Spring,2023,1
STU0085,CRS029,58.4,Fall,2024,1
STU0085,CRS036,52.9,Fall,2023,1
STU0085,CRS025,87.6,Spring,2025,1
STU0085,CRS024,61.2,Fall,2025,1
STU0085,CRS035,59.4,Spring,2024,1
STU0085,CRS001,70.0,Summer,2023,1
STU0085,CRS019,68.3,Summer,2024,1
STU0085,CRS009,65.0,Spring,2023,1
STU0086,CRS011,68.7,Spring,2025,1
STU0086,CRS040,79.4,Summer,2025,1
STU0086,CRS028,71.7,Summer,2023,1
STU0086,CRS024,46.6,Summer,2023,1
STU0086,CRS001,62.6,Spring,2024,1
STU0086,CRS029,70.6,Fall,2023,1
STU0086,CRS002,65.1,Spring,2024,1
STU0086,CRS039,77.4,Summer,2023,1
STU0086,CRS030,81.1,Spring,2023,1
STU0086,CRS017,76.3,Spring,2023,1
STU0086,CRS016,64.7,Fall,2024,1
STU0086,CRS013,49.3,Summer,2025,1
STU0086,CRS021,63.8,Summer,2024,1
STU0087,CRS003,79.1,Spring,2025,1
STU0087,CRS015,51.2,Spring,2024,1
STU0087,CRS010,85.3,Summer,2024,1
STU0087,CRS040,82.0,Spring,2023,1
STU0087,CRS009,91.0,Fall,2025,1
STU0087,CRS008,67.3,Fall,2023,1
STU0087,CRS022,84.0,Spring,2023,1
STU0087,CRS019,83.5,Spring,2023,1
STU0087,CRS014,91.5,Summer,2024,1
STU0087,CRS034,62.1,Fall,2024,1
STU0087,CRS006,65.5,Summer,2025,1
STU0087,CRS017,67.1,Spring,2025,1
STU0087,CRS027,62.1,Summer,2023,1
STU0087,CRS037,62.3,Summer,2023,1
STU0087,CRS021,40.8,Spring,2025,1
STU0088,CRS022,86.1,Spring,2025,1
STU0088,CRS017,70.8,Fall,2025,1
STU0088,CRS032,73.8,Spring,2025,1
STU0088,CRS019,77.9,Fall,2024,1
STU0088,CRS040,67.7,Fall,2025,1
STU0088,CRS007,72.8,Summer,2023,1
STU0088,CRS034,91.9,Spring,2023,1
STU0088,CRS002,67.3,Spring,2024,1
STU0089,CRS013,52.3,Spring,2023,1
STU0089,CRS011,68.8,Spring,2023,1
STU0089,CRS010,75.5,Fall,2023,1
STU0089,CRS014,65.9,Summer,2025,1
STU0089,CRS007,67.6,Summer,2024,1
STU0089,CRS036,93.5,Summer,2025,1
STU0089,CRS024,78.7,Summer,2024,1
STU0089,CRS006,81.1,Fall,2025,1
STU0089,CRS027,75.4,Fall,2023,1
STU0089,CRS035,84.6,Fall,2023,1
STU0090,CRS030,66.3,Summer,2024,1
STU0090,CRS014,43.9,Summer,2024,1
STU0090,CRS001,71.9,Summer,2025,1
STU0090,CRS023,68.8,Fall,2024,1
STU0090,CRS040,82.7,Summer,2024,1
STU0090,CRS010,96.5,Spring,2025,1
STU0090,CRS008,87.3,Spring,2025,1
STU0090,CRS006,60.6,Summer,2023,1
STU0090,CRS022,68.9,Fall,2024,1
STU0090,CRS024,77.2,Fall,2024,1
STU0090,CRS032,94.1,Summer,2023,1
STU0090,CRS037,86.0,Summer,2023,1
STU0091,CRS021,67.5,Fall,2023,1
STU0091,CRS003,66.7,Summer,2024,1
STU0091,CRS039,83.5,Fall,2025,1
STU0091,CRS006,55.3,Spring,2024,1
STU0091,CRS008,66.4,Fall,2025,1
STU0091,CRS030,85.0,Summer,2024,1
STU0091,CRS004,57.1,Summer,2024,1
STU0091,CRS037,55.1,Spring,2024,1
STU0091,CRS029,70.9,Fall,2025,1
STU0091,CRS027,78.2,Fall,2024,1
STU0091,CRS023,65.2,Summer,2025,1
STU0092,CRS040,80.4,Spring,2025,1
STU0092,CRS008,74.4,Spring,2024,1
STU0092,CRS009,64.0,Spring,2024,1
STU0092,CRS021,62.7,Summer,2023,1
STU0092,CRS019,49.7,Summer,2023,1
STU0092,CRS022,78.3,Summer,2024,1
STU0092,CRS002,63.5,Summer,2025,1
STU0092,CRS015,43.3,Summer,2024,1
STU0092,CRS023,57.2,Fall,2025,1
STU0092,CRS028,59.2,Spring,2023,1
STU0093,CRS009,74.0,Spring,2023,1
STU0093,CRS030,83.5,Spring,2024,1
STU0093,CRS034,87.7,Spring,2024,1
STU0093,CRS023,56.8,Spring,2025,1
STU0093,CRS013,67.6,Summer,2023,1
STU0093,CRS017,88.4,Summer,2024,1
STU0093,CRS035,53.6,Spring,2025,1
STU0093,CRS029,74.5,Fall,2023,1
STU0093,CRS021,58.2,Fall,2025,1
STU0093,CRS014,66.8,Spring,2023,1
STU0093,CRS001,68.0,Fall,2023,1
STU0094,CRS033,68.4,Spring,2024,1
STU0094,CRS005,80.7,Fall,2024,1
STU0094,CRS024,80.6,Fall,2025,1
STU0094,CRS039,70.2,Fall,2025,1
STU0094,CRS015,63.0,Spring,2023,1
STU0094,CRS002,75.4,Spring,2023,1
STU0094,CRS038,62.3,Summer,2024,1
STU0094,CRS037,67.1,Spring,2023,1
STU0094,CRS021,69.3,Spring,2025,1
STU0094,CRS022,82.4,Summer,2023,1
STU0094,CRS009,73.0,Fall,2024,1
STU0094,CRS019,55.8,Summer,2024,1
STU0094,CRS001,51.2,Summer,2025,1
STU0095,CRS034,57.8,Fall,2024,1
STU0095,CRS006,72.8,Summer,2023,1
STU0095,CRS009,72.6,Summer,2023,1
STU0095,CRS022,71.4,Fall,2023,1
STU0095,CRS008,78.5,Spring,2023,1
STU0095,CRS014,66.9,Fall,2025,1
STU0095,CRS025,80.3,Fall,2025,1
STU0095,CRS037,85.0,Summer,2024,1
STU0095,CRS007,67.8,Fall,2023,1
STU0095,CRS027,83.2,Summer,2024,1
STU0095,CRS026,58.8,Fall,2024,1
STU0095,CRS029,71.9,Summer,2023,1
STU0095,CRS001,62.8,Spring,2023,1
STU0095,CRS040,80.5,Fall,2024,1
STU0096,CRS019,89.4,Fall,2025,1
STU0096,CRS025,78.4,Fall,2023,1
STU0096,CRS039,84.7,Spring,2024,1
STU0096,CRS011,63.1,Spring,2023,1
STU0096,CRS027,61.0,Spring,2023,1
STU0096,CRS001,87.5,Summer,2025,1
STU0096,CRS010,83.0,Fall,2023,1
STU0096,CRS018,75.0,Summer,2025,1
STU0096,CRS024,73.6,Fall,2025,1
STU0096,CRS030,72.3,Summer,2023,1
STU0097,CRS034,78.1,Spring,2024,1
STU0097,CRS022,77.8,Summer,2023,1
STU0097,CRS024,73.8,Summer,2025,1
STU0097,CRS027,76.5,Fall,2024,1
STU0097,CRS035,67.1,Summer,2025,1
STU0097,CRS006,81.1,Spring,2023,1
STU0097,CRS038,60.9,Fall,2023,1
STU0097,CRS001,54.2,Fall,2023,1
STU0097,CRS003,75.5,Summer,2025,1
STU0097,CRS008,85.9,Spring,2024,1
STU0097,CRS017,75.0,Spring,2024,1
STU0097,CRS014,69.9,Fall,2023,1
STU0097,CRS010,71.6,Spring,2025,1
STU0098,CRS017,84.6,Fall,2023,1
STU0098,CRS030,93.1,Summer,2025,1
STU0098,CRS001,74.0,Summer,2025,1
STU0098,CRS006,71.1,Summer,2024,1
STU0098,CRS024,85.7,Summer,2023,1
STU0098,CRS009,95.8,Summer,2024,1
STU0098,CRS026,77.1,Fall,2025,1
STU0098,CRS014,56.4,Summer,2025,1
STU0098,CRS037,73.2,Fall,2025,1
STU0098,CRS033,77.4,Spring,2024,1
STU0098,CRS019,56.1,Summer,2023,1
STU0098,CRS031,65.5,Fall,2024,1
STU0098,CRS010,100.0,Spring,2023,1
STU0098,CRS008,78.0,Fall,2024,1
STU0099,CRS037,74.0,Summer,2025,1
STU0099,CRS025,93.9,Fall,2025,1
STU0099,CRS021,71.5,Fall,2024,1
STU0099,CRS017,76.4,Spring,2023,1
STU0099,CRS018,58.7,Spring,2025,1
STU0099,CRS009,92.6,Spring,2024,1
STU0099,CRS033,79.7,Summer,2025,1
STU0099,CRS008,78.7,Fall,2024,1
STU0099,CRS028,54.1,Fall,2023,1
STU0099,CRS030,62.0,Summer,2023,1
STU0099,CRS022,84.8,Fall,2024,1
STU0099,CRS035,69.7,Fall,2023,1
STU0099,CRS011,47.1,Fall,2024,1
STU0100,CRS004,65.2,Summer,2024,1
STU0100,CRS009,67.1,Summer,2025,1
STU0100,CRS035,48.2,Summer,2024,1
STU0100,CRS015,60.2,Spring,2025,1
STU0100,CRS010,72.7,Spring,2023,1
STU0100,CRS019,75.5,Summer,2025,1
STU0100,CRS033,65.3,Summer,2025,1
STU0100,CRS037,95.8,Fall,2024,1
STU0100,CRS003,65.6,Fall,2024,1
STU0100,CRS022,68.6,Fall,2025,1
STU0100,CRS018,82.4,Fall,2023,1
STU0100,CRS025,73.9,Summer,2024,1
STU0101,CRS011,66.3,Spring,2025,1
STU0101,CRS030,89.6,Summer,2025,1
STU0101,CRS009,91.1,Summer,2025,1
STU0101,CRS026,62.5,Fall,2024,1
STU0101,CRS010,78.7,Summer,2024,1
STU0101,CRS020,71.6,Summer,2023,1
STU0101,CRS039,69.7,Fall,2023,1
STU0101,CRS015,72.9,Fall,2024,1
STU0102,CRS015,66.8,Fall,2024,1
STU0102,CRS033,67.1,Summer,2025,1
STU0102,CRS028,70.9,Fall,2024,1
STU0102,CRS018,57.5,Summer,2025,1
STU0102,CRS037,77.4,Summer,2025,1
STU0102,CRS009,75.5,Fall,2023,1
STU0102,CRS008,61.5,Fall,2025,1
STU0102,CRS025,64.8,Fall,2025,1
